"readerid","firstname","lastname","genrename","readcount"
9704,"Samantha","Anderson","Art","4"
9705,"Jacqueline","Pace","History","4"
9706,"Nicole","Dunn","Fiction","4"
9707,"Amanda","Harris","Accounting","4"
9708,"Sharon","Reid","Cooking","4"
9709,"Mary","Guzman","Art","8"
9710,"Brooke","Berry","Dentistry","4"
9711,"Michael","Contreras","Religion","4"
9712,"Brittney","Duffy","Entrepreneurship","4"
9713,"Michael","Travis","Leadership","4"
9714,"Mark","Wilcox","Art","4"
9715,"Patrick","Ritter","Biography","4"
9716,"Steven","Mclean","Autobiography","4"
9717,"Wanda","Grimes","Chemistry","4"
9719,"Charles","Glenn","Children","4"
9720,"Daniel","Green","Autobiography","4"
9721,"James","Hayden","Biography","4"
9722,"Elizabeth","Byrd","Sociology","4"
9723,"Shawn","Gomez","Theatre","4"
9724,"Kevin","Heath","Television","8"
9725,"Yvette","Henry","Consulting","4"
9726,"Brandon","Williams","Politics","4"
9727,"Jessica","Durham","Politics","8"
9728,"Carlos","Levy","Fiction","4"
9729,"Timothy","Kim","Consulting","4"
9730,"Daniel","Roberts","Nursing","8"
9731,"Dana","Santana","Autobiography","4"
9732,"William","Delgado","Dentistry","4"
9733,"Lisa","Harmon","Biography","4"
9734,"Dylan","Rivas","Health","4"
9735,"Matthew","Adkins","Accounting","4"
9736,"Matthew","Patterson","Engineering","4"
9737,"Brenda","Baker","Chemistry","4"
9738,"Jeffrey","Harvey","Chemistry","4"
9739,"Shelby","Rice","Comics","4"
9740,"Jake","Conner","Art","4"
9741,"Maria","Schneider","Graphic Novel","4"
9742,"Matthew","House","Autobiography","4"
9743,"Joseph","Williams","Leadership","4"
9744,"Holly","Thompson","Finance","4"
9745,"Donna","Taylor","Marketing","4"
9746,"Timothy","Harrison","Consulting","4"
9747,"Erica","Campbell","Children","4"
9748,"Daniel","Thomas","Spirituality","4"
9749,"Michele","Horton","Anthropology","4"
9750,"Marvin","Moody","Innovation","4"
9751,"Jennifer","Cowan","Biography","4"
9752,"Shannon","Brown","Autobiography","4"
9753,"Douglas","Martin","History","4"
9754,"Pamela","Potter","Psychology","8"
9755,"Stephanie","Smith","Comics","4"
9757,"Kevin","Fernandez","Music","4"
9759,"Eduardo","Kelly","Religion","4"
9760,"Samantha","Weber","Fiction","4"
9761,"Cheryl","Young","Dance","8"
9762,"Karen","Odonnell","Chemistry","4"
9763,"David","Solomon","Logistics","4"
9764,"Jade","Robles","Sociology","4"
9765,"Kevin","Miller","Autobiography","4"
9766,"James","Brown","Anthropology","4"
9767,"Pamela","Carr","Autobiography","4"
9768,"Crystal","Bennett","Autobiography","4"
9769,"Michael","Phillips","Computer Science","4"
9770,"Edward","Friedman","Film","4"
9771,"Shawn","Green","Spirituality","4"
9772,"Jake","Ford","Travel","4"
9773,"William","Brady","Travel","8"
9774,"William","Rodriguez","Accounting","8"
9775,"Jesse","Gonzalez","Anthropology","4"
9776,"Misty","Castro","Literature","8"
9777,"Cynthia","Baker","Entrepreneurship","4"
9778,"Krystal","Fisher","Health","4"
9779,"Brittney","Price","Mystery","4"
9780,"James","Simmons","Psychiatry","4"
9782,"Anthony","Johnson","Management","8"
9784,"Patricia","Bowman","Business","4"
9785,"Adrian","Brown","Autobiography","4"
9786,"Tanner","Caldwell","Dentistry","4"
9787,"Thomas","Murray","Anthropology","4"
9788,"Sonya","Gardner","Health","4"
9789,"Eric","Lowe","Chemistry","4"
9790,"Amanda","Nguyen","Business","4"
9791,"Michael","Meyers","Fantasy","4"
9792,"Brandon","Turner","Accounting","4"
9793,"Thomas","Callahan","Accounting","4"
9794,"David","Johnson","Children","4"
9795,"Laura","Davis","Operations","4"
9796,"Wendy","Palmer","Law","4"
9797,"Matthew","Howell","Mathematics","4"
9798,"Richard","Logan","Dance","8"
9799,"David","Mcmahon","Comics","4"
9800,"James","Marsh","Mathematics","4"
9801,"Donald","Jones","Dentistry","4"
9802,"Ernest","James","Children","4"
9803,"Brenda","Dominguez","Dentistry","4"
9804,"Johnny","Reyes","Biography","4"
9805,"David","Martinez","Accounting","4"
9806,"Susan","Sutton","Science","4"
9807,"Kimberly","Barnett","Management","8"
9809,"John","Jackson","Biography","4"
9810,"Thomas","Alvarado","Biography","4"
9811,"Brian","Whitaker","Fitness","4"
9812,"Jamie","Chapman","Radio","4"
9813,"Samuel","Miller","Non-Fiction","8"
9814,"George","Lewis","Theatre","4"
9815,"Julie","Brown","Mathematics","4"
9816,"Paul","Ferguson","Strategy","4"
9817,"Carl","Powell","Film","4"
9818,"Robert","Camacho","Chemistry","4"
9820,"Sarah","Jackson","Sociology","4"
9821,"Jason","Snyder","Music","12"
9822,"Michelle","Smith","Consulting","4"
9823,"Michelle","Brown","Spirituality","4"
9824,"Kristina","Lynn","Engineering","4"
9826,"Jennifer","Burns","Anthropology","4"
9827,"Michael","Nguyen","Biology","4"
9828,"Melanie","Murphy","Dance","4"
9829,"Michelle","Garcia","Art","4"
9830,"Jerome","Carlson","Autobiography","4"
9831,"Katie","Cervantes","Mystery","4"
9832,"Elizabeth","Lee","Graphic Novel","4"
9833,"Juan","Simmons","Art","4"
9834,"Dennis","Wilson","Romance","4"
9835,"Andrea","Steele","Consulting","4"
9836,"Sarah","Rodriguez","Drama","4"
9837,"Scott","Hill","Accounting","4"
9838,"John","Black","Technology","8"
9839,"Elizabeth","Mckay","Art","4"
9840,"William","Taylor","Innovation","8"
9841,"Stephanie","Mcdaniel","Physics","4"
9842,"Shannon","Perez","Consulting","4"
9843,"Paula","Howell","Management","4"
9844,"Denise","Greer","Autobiography","4"
9845,"Elizabeth","Gonzalez","Computer Science","4"
9846,"Robert","Brown","Supply Chain","4"
9847,"Jason","Hoffman","Accounting","4"
9848,"Stephen","Stout","Human Resources","4"
9849,"Amber","Anderson","Criminal Justice","4"
9850,"Elizabeth","Donaldson","Finance","4"
9851,"Angela","Lewis","Economics","4"
9852,"Sabrina","Anderson","Horror","4"
9853,"Duane","Fischer","Anthropology","4"
9854,"Gail","Bauer","Anthropology","4"
9855,"James","Hamilton","Consulting","4"
9856,"Charles","Gray","Health","4"
9857,"Steve","Alexander","Fitness","4"
9858,"Francisco","Long","Customer Service","4"
9859,"Robert","Mccarty","Consulting","4"
9860,"Jessica","Allen","Biology","4"
9861,"Audrey","Cooke","Health","4"
9862,"Jason","Mccarthy","Film","4"
9863,"Heidi","Rios","Business","4"
9864,"Teresa","Lawrence","Cooking","4"
9865,"Valerie","Gutierrez","Information Technology","4"
9866,"Jessica","Peterson","Accounting","4"
9867,"Andrea","Hall","Logistics","8"
9868,"Joyce","Perkins","Film","4"
9869,"Antonio","Williams","Biography","4"
9871,"Madison","Wong","Anthropology","4"
9872,"Jimmy","Nichols","History","4"
9873,"Noah","Reyes","Biography","4"
9874,"Samantha","Stevens","Information Technology","4"
9875,"Samuel","Hill","Science Fiction","4"
9876,"Robert","Rice","Journalism","4"
9877,"William","Turner","Autobiography","4"
9878,"Lorraine","Mathis","Drama","4"
9879,"Christopher","Baker","Mystery","4"
9880,"Jordan","Griffin","Consulting","4"
9881,"Natalie","Jones","Chemistry","4"
9882,"Paula","Henderson","Health","4"
9883,"Shane","Nichols","Fitness","4"
9884,"William","Bowen","Autobiography","4"
9885,"Jessica","Wagner","Education","4"
9886,"John","James","Consulting","4"
9887,"Anthony","Barnes","History","4"
9888,"Mark","Martinez","Engineering","4"
9889,"Ann","Chavez","Economics","4"
9890,"Kimberly","West","Education","4"
9891,"Samuel","Thornton","Innovation","4"
9892,"James","Martinez","History","4"
9893,"Judith","Miller","Sociology","4"
9894,"Timothy","Price","Autobiography","4"
9895,"Jessica","Acevedo","Accounting","4"
9896,"Jonathan","Perez","Entrepreneurship","4"
9897,"Eric","Edwards","Art","4"
9898,"Sandra","Buchanan","Consulting","4"
9899,"Cynthia","Berry","Human Resources","4"
9900,"Lindsay","Andersen","Entrepreneurship","4"
9901,"Kristie","Aguilar","Cooking","4"
9902,"Vincent","Gordon","Criminal Justice","4"
9903,"Gilbert","Stanley","Biography","4"
9904,"Corey","Hicks","Anthropology","4"
9905,"Anna","Swanson","Cooking","4"
9906,"Erica","Douglas","Customer Service","4"
9907,"Justin","Luna","Dance","4"
9908,"Maria","Lawson","Leadership","4"
9909,"Douglas","Holland","Sports","4"
9910,"Gina","Franco","Graphic Novel","4"
9911,"Lisa","Cole","Comics","8"
9912,"Donna","Reeves","Finance","4"
9913,"Shane","Smith","Romance","4"
9914,"Carol","Evans","Mathematics","4"
9915,"Dennis","Sanders","Consulting","4"
9916,"Matthew","Price","Self-Help","4"
9917,"Larry","Underwood","Management","4"
9918,"Carla","Bradshaw","Thriller","4"
9919,"Jeffery","Carroll","Business","4"
9920,"Jennifer","Rodriguez","Consulting","4"
9921,"Scott","Gonzalez","Fitness","4"
9922,"William","Flores","Consulting","4"
9923,"Daniel","Perez","Art","4"
9924,"Raymond","Acevedo","Comics","4"
9925,"Randy","Chen","Autobiography","4"
9926,"Andrew","Wilcox","Children","4"
9927,"Danny","Patrick","Dance","4"
9928,"Michelle","Riley","Consulting","4"
9929,"Sarah","Castro","Journalism","4"
9930,"Hunter","Weaver","Fitness","4"
9931,"Angel","Moore","Logistics","8"
9932,"Trevor","Bass","Poetry","4"
9933,"Tyler","Pennington","Consulting","8"
9934,"Kayla","Riley","Marketing","4"
9935,"Justin","Baxter","Dentistry","4"
9936,"April","Simmons","Fitness","8"
9937,"Brian","Monroe","Film","4"
9938,"Steve","Griffin","Pharmacy","4"
9939,"Aaron","Ward","Drama","4"
9940,"Andrew","Ferguson","Autobiography","4"
9941,"Rick","Benson","Entrepreneurship","4"
9942,"Dominic","Hansen","Accounting","4"
9943,"Mary","Chapman","Journalism","4"
9944,"Ashley","Miller","Biology","4"
9945,"David","Jackson","Autobiography","4"
9946,"Mark","Strickland","Chemistry","4"
9947,"Kenneth","Warren","Children","4"
9948,"Nicole","Anderson","Autobiography","4"
9949,"Sheila","Carpenter","Cooking","4"
9950,"Timothy","Arnold","Horror","4"
9951,"Brandi","Brown","Physics","4"
9952,"Cristina","Baker","Autobiography","4"
9953,"James","Baker","Consulting","4"
9954,"Crystal","Holmes","Biography","4"
9955,"Edward","Nelson","Film","4"
9956,"Joseph","Davis","Customer Service","4"
9957,"Allison","Sparks","Computer Science","4"
9958,"Kevin","Jones","Accounting","4"
9959,"Julie","Jacobs","Fantasy","4"
9960,"Robert","Ray","Finance","4"
9961,"Russell","Collier","Customer Service","4"
9962,"Catherine","Thompson","Law","4"
9963,"Wendy","Russell","Fantasy","4"
9964,"James","Parker","Marketing","4"
9965,"Amanda","Clark","Children","4"
9966,"Ashley","Wells","Computer Science","4"
9967,"Richard","Yates","Horror","4"
9968,"Micheal","Rangel","Fantasy","4"
9969,"Jeffrey","Patton","Biology","4"
9970,"Kristen","Jimenez","Marketing","4"
9971,"Keith","Cook","Computer Science","4"
9972,"Blake","Tate","Anthropology","4"
9973,"Isabella","Boyer","Biography","4"
9974,"Dwayne","Banks","Anthropology","4"
9975,"Jon","Hill","Cooking","8"
9976,"Jacqueline","Graham","Dentistry","4"
9977,"Jessica","Kelly","Biology","4"
9978,"Rebecca","Wright","Dentistry","4"
9979,"Dalton","Morris","Religion","4"
9980,"Kevin","Hardin","Dance","4"
9981,"David","Davis","Entrepreneurship","4"
9982,"Laura","Boone","Politics","4"
9983,"Jennifer","Keller","Medicine","4"
9984,"Curtis","Bentley","Anthropology","4"
9985,"Roy","Hall","Economics","4"
9986,"Joshua","Ryan","Fitness","4"
9987,"Jason","Mathews","Art","4"
9988,"Carlos","Phillips","Autobiography","4"
9989,"Randall","Meyers","Chemistry","4"
9990,"Mary","Wallace","Human Resources","4"
9991,"Matthew","Reed","Art","4"
9993,"Edgar","Fleming","Engineering","4"
9994,"David","Wheeler","Film","4"
9995,"Natalie","Becker","Information Technology","4"
9996,"Roger","Wagner","Operations","4"
9997,"James","Hurst","Entrepreneurship","4"
9998,"David","Sims","Art","4"
9999,"Deborah","Lee","Art","4"
10000,"Joy","Bennett","Biography","4"
10001,"Stacey","Wallace","Criminal Justice","4"
10002,"Leslie","Baker","Computer Science","8"
10003,"Jacqueline","Banks","Accounting","4"
10004,"Priscilla","Craig","Art","4"
10005,"Peter","Richardson","Consulting","4"
10007,"Chris","Alexander","Chemistry","4"
10008,"Jennifer","Duncan","Human Resources","8"
10009,"Joshua","Sanchez","Biology","4"
10010,"Elizabeth","Meyer","Pharmacy","4"
10011,"Rachel","Gutierrez","Chemistry","4"
10012,"Charles","Chavez","Geography","4"
10013,"Joel","Jarvis","Customer Service","4"
10014,"Stephanie","Roberts","Drama","4"
10015,"Julian","Brewer","Fantasy","4"
10016,"Debbie","Hicks","Chemistry","4"
10017,"Diane","Higgins","Customer Service","4"
10018,"Jeffrey","Clark","Physics","4"
10019,"Abigail","Miller","Art","4"
10020,"Zachary","Small","Fitness","4"
10021,"Robert","Ward","Dentistry","4"
10022,"Lisa","Rice","Biology","4"
10023,"Christopher","Jacobson","Logistics","4"
10024,"Brady","Marshall","Science","4"
10025,"Jonathan","Oconnor","Chemistry","4"
10026,"Luis","Smith","Medicine","8"
10028,"Jason","Carroll","Drama","4"
10029,"Christina","Glass","Veterinary","4"
10030,"Emma","Warner","Cooking","4"
10031,"Daniel","Byrd","Accounting","4"
10032,"John","Kim","Information Technology","4"
10033,"Kenneth","Caldwell","Entrepreneurship","4"
10034,"Emma","Barr","Business","4"
10035,"Eric","Roberts","Leadership","8"
10036,"Todd","Parsons","Thriller","4"
10037,"Peggy","Allen","Business","4"
10038,"Cindy","Vance","Criminal Justice","8"
10039,"Donna","Lawrence","Drama","4"
10040,"Angela","Wright","Anthropology","4"
10041,"Kelsey","Callahan","Education","4"
10042,"Mike","Hoover","Drama","4"
10043,"Kyle","James","Mystery","4"
10044,"Ashley","Sanders","Geography","4"
10045,"Monica","Mitchell","Biology","4"
10046,"Elizabeth","Jimenez","Art","4"
10047,"Anna","Jordan","Chemistry","4"
10048,"Jennifer","Mcbride","Biology","4"
10049,"Meredith","Ross","Science","8"
10050,"Jacqueline","Horton","Psychology","4"
10051,"Ashley","Martin","Self-Help","4"
10052,"Darlene","Brady","Law","4"
10053,"Jimmy","Wilson","Music","4"
10054,"Brandon","Johnson","Finance","8"
10055,"Paul","Mckinney","Art","4"
10056,"Eric","Freeman","Finance","4"
10057,"Grant","Rosales","Science Fiction","4"
10058,"Jessica","Stanley","Economics","4"
10059,"Jason","Murphy","Psychology","4"
10060,"Jamie","Smith","Graphic Novel","4"
10061,"Jonathon","Owens","Information Technology","4"
10062,"Stephanie","Blake","Dance","4"
10063,"Denise","Martinez","Art","4"
10064,"Glen","Bennett","Biography","4"
10065,"Anthony","Price","Drama","4"
10066,"Bradley","Shepherd","Customer Service","4"
10067,"Nicole","Baker","Human Resources","4"
10068,"Tiffany","Daniel","Human Resources","8"
10069,"Monica","Brandt","Graphic Novel","4"
10070,"Laura","Hamilton","Graphic Novel","4"
10071,"David","Watson","Dentistry","8"
10072,"Joseph","Welch","Fitness","4"
10073,"Sherry","Hart","Innovation","4"
10074,"Erika","Morris","Art","4"
10075,"Gary","Simmons","Sociology","8"
10076,"Grant","Riley","Accounting","4"
10077,"Steven","House","Accounting","4"
10078,"Richard","Murphy","Art","4"
10079,"Mark","Weber","Business","4"
10080,"Daniel","Hernandez","Science","8"
10081,"David","Fowler","Comics","4"
10082,"Pamela","Hoover","Journalism","4"
10083,"Elizabeth","Smith","Film","4"
10084,"Henry","Cline","Children","4"
10085,"Susan","Middleton","Business","4"
10086,"Lisa","Ferguson","Biology","4"
10087,"Eric","Austin","Engineering","4"
10088,"Rebecca","Logan","Romance","4"
10089,"Melissa","Rivera","Finance","8"
10090,"Thomas","Castillo","Politics","4"
10091,"Christopher","Howard","Accounting","4"
10092,"Stephanie","Hall","Music","4"
10093,"Teresa","Fischer","Nursing","4"
10094,"April","Cordova","Art","4"
10095,"Angela","Coleman","Biography","4"
10096,"Jeff","Mccormick","Fantasy","4"
10097,"John","Moore","Computer Science","4"
10098,"Chelsea","Taylor","Fiction","4"
10099,"Jocelyn","Cooper","Biography","4"
10100,"James","Brown","Art","4"
10101,"Tommy","Welch","Entrepreneurship","4"
10102,"Austin","Moore","Criminal Justice","4"
10103,"Beth","Baker","Biography","4"
10104,"Rose","Ward","Radio","4"
10105,"Kevin","Ross","Finance","4"
10106,"Bonnie","Miller","Economics","8"
10107,"Alicia","Chapman","Chemistry","4"
10108,"Margaret","Moss","Engineering","4"
10109,"Joshua","Yang","Radio","4"
10110,"Samuel","Wilson","Children","4"
10111,"Jenna","Anderson","Mathematics","4"
10112,"Monica","Clayton","Horror","4"
10113,"Elizabeth","Robertson","Information Technology","4"
10115,"Rachel","Snyder","Computer Science","4"
10117,"David","Henry","Business","4"
10118,"Julie","Daniel","Strategy","4"
10119,"Allison","Martinez","Biology","4"
10120,"Sophia","Williams","Autobiography","4"
10121,"Stephanie","Gonzalez","Autobiography","4"
10122,"Lisa","Henderson","Comics","4"
10123,"James","Vargas","Business","4"
10124,"Joshua","Jones","Children","4"
10125,"Mikayla","Pierce","Anthropology","4"
10126,"James","Graham","Chemistry","4"
10127,"Kelly","Harrison","Mathematics","4"
10128,"Virginia","Lewis","Music","4"
10129,"Linda","Johnson","Geography","4"
10130,"Glenn","Williams","Non-Fiction","4"
10131,"Ashley","Rojas","Finance","4"
10132,"Christopher","Long","Accounting","4"
10133,"Samantha","Patrick","Non-Fiction","4"
10134,"Patricia","Spencer","Anthropology","4"
10135,"Cassandra","Castillo","Criminal Justice","4"
10136,"Rachel","Hansen","Biography","4"
10137,"Catherine","Jones","Autobiography","4"
10138,"Misty","Conley","Science","4"
10139,"Daniel","Jimenez","Information Technology","4"
10140,"John","Brooks","Business","4"
10141,"Lauren","Newton","Fitness","4"
10142,"Debra","Harrison","Pharmacy","4"
10143,"Michael","Lopez","Health","4"
10144,"Jasmine","Gray","Operations","4"
10145,"Diane","Bridges","Fiction","4"
10146,"Samuel","Coleman","Fitness","4"
10147,"Felicia","Villegas","Geography","4"
10148,"Rebecca","Jacobs","Business","8"
10149,"Elizabeth","Mejia","Leadership","4"
10150,"Anthony","Murphy","Education","4"
10151,"Donald","Hendrix","Finance","4"
10152,"Christina","Holmes","Accounting","4"
10153,"Haley","Barnes","Dance","4"
10154,"Courtney","Peters","Business","4"
10155,"Lorraine","Maxwell","Fitness","4"
10156,"Levi","Anderson","Computer Science","4"
10157,"Nicole","Silva","Cooking","4"
10158,"William","Wilson","Accounting","4"
10159,"Tammy","Esparza","Business","4"
10160,"Lori","Ramos","Graphic Novel","4"
10161,"Kathy","Roberts","Accounting","4"
10162,"Samuel","Martinez","Art","4"
10163,"Lisa","Snow","Biography","4"
10164,"Christopher","Hebert","Autobiography","4"
10165,"Becky","Garcia","Chemistry","4"
10166,"Jonathan","Richmond","Fitness","4"
10167,"Bradley","Wood","Drama","4"
10168,"Christopher","Torres","Education","4"
10169,"Micheal","Norris","Leadership","4"
10170,"Jennifer","Ruiz","Biography","4"
10171,"Amanda","Avila","Autobiography","4"
10172,"Tina","Brown","Consulting","4"
10173,"April","Herring","Literature","4"
10174,"Joanna","Lopez","Political Science","4"
10175,"Micheal","Swanson","Poetry","4"
10176,"Michael","Scott","Geography","8"
10178,"Michele","Adkins","Drama","4"
10179,"April","Morris","Business","4"
10181,"Natalie","Stout","Cooking","4"
10182,"Holly","Welch","Chemistry","4"
10183,"Jack","Allen","Horror","4"
10184,"Roy","Barr","Psychiatry","4"
10185,"Joseph","Mccarthy","Spirituality","4"
10186,"Donald","Villarreal","Computer Science","4"
10187,"Austin","Mcdonald","Anthropology","4"
10188,"Kelly","Navarro","Economics","4"
10189,"Catherine","Castro","Strategy","4"
10190,"Anthony","Bailey","Biology","4"
10191,"Thomas","Reyes","Law","4"
10192,"James","Hudson","Children","4"
10193,"Ronald","Hernandez","Autobiography","4"
10194,"Leslie","Hobbs","Fantasy","4"
10195,"Tamara","Rice","Entrepreneurship","4"
10196,"Tanya","Mcgee","Criminal Justice","4"
10197,"Charles","Mitchell","Dentistry","4"
10198,"Kevin","Ashley","Criminal Justice","4"
10199,"Drew","Stewart","Chemistry","4"
10200,"Ricky","Clark","Accounting","4"
10201,"Robert","White","Criminal Justice","4"
10202,"Tina","Ford","Graphic Novel","4"
10203,"Glenn","Bridges","Management","4"
10204,"Christopher","Carlson","Accounting","4"
10205,"Timothy","Robertson","Anthropology","4"
10206,"Michael","Martin","Logistics","4"
10207,"Jacob","Martin","Information Technology","4"
10208,"Gwendolyn","Tyler","Comics","4"
10209,"Madison","Benitez","Cooking","4"
10210,"Sheila","Garza","Children","4"
10211,"Rick","Pitts","Autobiography","4"
10213,"Mariah","Mason","Anthropology","4"
10214,"Gregory","Ingram","Business","4"
10215,"Jonathan","Lawson","Politics","4"
10216,"Mark","Bean","Education","8"
10217,"Madison","Powell","Mystery","4"
10218,"Mathew","Shaffer","Psychology","4"
10219,"Edward","Johnson","Sociology","4"
10220,"Robert","Copeland","Chemistry","4"
10221,"Amanda","Cox","Pharmacy","4"
10222,"David","Navarro","Science","8"
10223,"Stacy","Lee","Business","4"
10224,"Bruce","Robinson","Innovation","4"
10225,"Kurt","Peterson","Computer Science","4"
10226,"Billy","Chan","Anthropology","8"
10227,"Joshua","Watts","Anthropology","4"
10228,"James","Johnson","Graphic Novel","4"
10229,"Tina","Melton","Autobiography","4"
10230,"Ashley","Anderson","Drama","4"
10231,"Tracy","Bell","Innovation","4"
10232,"Scott","Douglas","Theology","8"
10233,"Corey","Mitchell","History","4"
10234,"Julie","Lamb","Economics","4"
10235,"Jonathan","Henderson","Biology","4"
10236,"Frank","May","Criminal Justice","4"
10237,"Cody","Romero","Children","4"
10239,"Jessica","Watson","Graphic Novel","4"
10240,"Vanessa","Cook","Health","8"
10241,"Amy","Parks","Leadership","4"
10242,"Antonio","Young","Autobiography","4"
10243,"Denise","Smith","Accounting","4"
10244,"Ashley","Hall","Nursing","4"
10245,"Steven","Harris","Anthropology","4"
10246,"Kimberly","Wong","Literature","4"
10247,"Julie","Ferguson","Nursing","4"
10248,"Lauren","Lewis","Chemistry","4"
10249,"Randy","Lindsey","Biology","4"
10250,"Courtney","Hernandez","Anthropology","4"
10251,"Lisa","Boyd","Non-Fiction","4"
10252,"Courtney","Rodriguez","Art","4"
10253,"Mia","Nelson","Consulting","4"
10254,"David","Cortez","Fitness","4"
10255,"Jonathan","Williams","Accounting","4"
10256,"Rachael","Bishop","Entrepreneurship","4"
10257,"Bryan","Allen","Accounting","4"
10258,"Melissa","Vargas","Children","4"
10259,"Larry","Harris","Comics","4"
10260,"David","Young","Non-Fiction","4"
10261,"Jennifer","Freeman","History","4"
10262,"David","Walters","Theology","8"
10263,"Kelly","Fritz","Accounting","4"
10264,"Meghan","Schultz","Business","4"
10265,"Jill","Wells","Operations","4"
10266,"Jeffrey","Hancock","Computer Science","4"
10267,"Kayla","Galvan","Business","4"
10268,"Mary","Campbell","Art","4"
10269,"Melissa","Parker","Drama","4"
10270,"Amanda","Wallace","Computer Science","4"
10271,"Anthony","Smith","Mystery","4"
10273,"Anthony","Harris","Chemistry","4"
10274,"Joanna","Goodwin","Biology","4"
10275,"Kaitlyn","Garcia","Dance","4"
10276,"Ellen","Lewis","Dance","8"
10277,"Brian","Marquez","Fantasy","4"
10278,"Richard","Nicholson","Education","4"
10279,"Melissa","Harris","Management","4"
10280,"Jeffrey","Lee","Biography","4"
10281,"Derrick","Carr","Autobiography","4"
10283,"Phillip","Duran","Information Technology","4"
10285,"John","Marquez","Criminal Justice","4"
10286,"Alvin","Adams","Literature","4"
10287,"Patrick","Franco","Dance","4"
10288,"Ashley","Long","Autobiography","4"
10289,"Scott","Vaughan","Art","4"
10291,"Collin","Garrett","Biology","4"
10292,"Sherri","Bernard","Business","4"
10293,"Barbara","Brown","Innovation","4"
10294,"Todd","Sanders","Autobiography","4"
10295,"Rachel","Clark","Human Resources","4"
10296,"Victoria","Hall","Biography","4"
10297,"Benjamin","Griffith","Autobiography","4"
10298,"Michael","Chase","Nursing","4"
10299,"Heather","Colon","Sports","4"
10300,"Russell","Wilson","Entrepreneurship","4"
10301,"Lisa","Harrington","History","4"
10302,"Derek","Hunter","Art","4"
10303,"Benjamin","Adams","Biography","4"
10304,"Crystal","Bowman","Chemistry","8"
10305,"James","Watkins","Cooking","4"
10306,"Dominique","Lindsey","Education","4"
10307,"Rebecca","Johnson","Chemistry","4"
10308,"Jessica","Aguirre","Leadership","8"
10309,"Kimberly","Rodriguez","Non-Fiction","4"
10310,"Yolanda","Bush","Autobiography","4"
10311,"Joseph","Johnson","Computer Science","4"
10312,"Matthew","Deleon","Children","4"
10313,"Shelley","White","Psychology","4"
10314,"Mark","Powers","Journalism","4"
10315,"Mark","Martin","Accounting","4"
10316,"Emily","Pearson","Autobiography","4"
10317,"Rhonda","Carroll","Business","4"
10318,"Stephen","Garcia","Politics","4"
10319,"Leah","Martinez","Engineering","4"
10320,"Sherry","Warner","Children","4"
10321,"Nicole","Trujillo","Biography","4"
10322,"Patricia","Baker","Customer Service","4"
10323,"Austin","Hall","Education","4"
10324,"Mercedes","Williams","Anthropology","8"
10326,"Heather","Ball","Health","4"
10327,"Pamela","Gomez","Art","4"
10328,"Mark","Morris","Accounting","8"
10329,"Carmen","Rogers","Music","4"
10330,"Mark","Wilson","Sports","4"
10331,"Richard","Frazier","Drama","4"
10332,"Anthony","Young","Physics","8"
10333,"Susan","Davis","Science","4"
10334,"Courtney","Brown","Geography","4"
10335,"Logan","Torres","Biography","4"
10336,"Kathleen","Dixon","Film","4"
10337,"Laura","Roman","Finance","4"
10338,"Rachel","Goodwin","Accounting","4"
10339,"Beth","Martinez","Accounting","4"
10340,"Catherine","Robinson","Consulting","4"
10342,"Douglas","Willis","Film","4"
10343,"Elizabeth","Moore","Biography","4"
10344,"Vanessa","Morris","Economics","4"
10345,"Diana","Gardner","Autobiography","4"
10346,"Carlos","Coffey","Art","4"
10347,"Kristine","Kelley","Customer Service","4"
10348,"James","Rubio","Finance","4"
10349,"Andrew","Frank","Children","4"
10350,"Tiffany","Wu","Education","4"
10352,"Max","Howell","Art","4"
10353,"Amanda","Greer","Anthropology","4"
10354,"John","Wilson","Dentistry","4"
10355,"Teresa","Estrada","Innovation","4"
10356,"Edward","Jackson","Criminal Justice","4"
10357,"Shelia","Rowland","Consulting","4"
10358,"Jamie","Rivera","Biology","4"
10359,"Steven","Stephens","History","4"
10360,"Julie","Turner","Chemistry","4"
10361,"Barry","Salinas","Comics","4"
10362,"Michael","Jones","Business","4"
10363,"Kelli","Montoya","Art","4"
10364,"Katrina","Collins","Fiction","4"
10365,"Adam","Rowe","Computer Science","4"
10366,"Katherine","Robinson","Biography","4"
10367,"Deborah","Duffy","Innovation","4"
10368,"Adrian","Johnson","Chemistry","4"
10369,"Gregory","Glenn","Mystery","4"
10370,"Erica","Smith","Human Resources","4"
10371,"Rodney","Clark","Sports","4"
10372,"Michael","Wilson","Graphic Novel","8"
10373,"Jonathan","Parks","Art","4"
10374,"Mary","Thomas","Sales","4"
10375,"Peter","Hale","Children","4"
10376,"Tonya","Lowe","Literature","4"
10377,"Madison","Davis","Cooking","4"
10378,"Kristin","Stanley","Geography","4"
10379,"Morgan","Brown","Science","4"
10380,"John","Vega","Biography","4"
10381,"Stephanie","Hatfield","Psychiatry","4"
10382,"Christopher","Holmes","Education","4"
10383,"David","Mann","Nursing","4"
10384,"Angelica","Macias","Comics","4"
10385,"Alexis","Robertson","Strategy","4"
10386,"Ashley","Williams","Non-Fiction","8"
10387,"Sydney","Duarte","History","4"
10388,"Angela","Dunn","Dentistry","4"
10389,"Sharon","Moore","Sales","4"
10390,"David","Roth","Biography","4"
10391,"Kelly","Cruz","Biography","4"
