"readerid","firstname","lastname","totalbooksborrowed"
23393,"Samantha","Bullock","4"
27343,"Christina","Brock","4"
31761,"Fernando","Nguyen","4"
8869,"Tammy","Li","4"
8228,"Amy","Lopez","4"
21274,"Richard","Adams","4"
10431,"Rebecca","Morales","4"
23241,"Samuel","Todd","4"
17890,"Bruce","Smith","4"
20967,"Steven","Yu","4"
6084,"Bethany","Richard","4"
19381,"Joshua","Clarke","4"
19331,"Elizabeth","Christensen","4"
12165,"Rebecca","James","4"
9890,"Kimberly","West","4"
23925,"Adriana","Pineda","4"
20252,"Laura","Acosta","4"
18487,"Clinton","Bowman","4"
20020,"Brittany","Perez","4"
2538,"Laura","Simon","4"
3890,"Melissa","Campbell","4"
4702,"Justin","Harris","4"
27153,"Richard","Gray","4"
27617,"Ashley","Young","4"
18894,"Wanda","Nash","4"
33261,"Gregory","Nguyen","4"
7105,"Collin","Morrow","4"
32522,"Brooke","Grimes","4"
5100,"Shannon","Nelson","4"
14291,"Anna","Ward","4"
32228,"Victor","Thomas","4"
14115,"Sean","Brown","4"
2089,"Joy","Jones","4"
31035,"Daniel","Martinez","4"
6070,"Sara","Mcdaniel","4"
807,"Lisa","Hill","4"
12824,"Shannon","Taylor","4"
32657,"Ronald","Phillips","4"
9142,"Robert","Hughes","4"
26330,"David","Martinez","4"
8264,"Anne","Meyers","4"
13846,"Edward","Cortez","4"
16871,"Alexander","Brown","4"
8661,"Bruce","Williams","4"
16925,"Cynthia","Morris","4"
29397,"Michael","Sullivan","4"
2354,"Brandi","Bradshaw","4"
5801,"Jesse","Anderson","4"
1693,"Tammy","Henry","4"
10721,"Jennifer","Wilson","4"
7613,"Kristen","Long","4"
23933,"Maria","Simpson","4"
21306,"Kelly","Nash","4"
24140,"Jeremy","Parker","4"
20626,"Hannah","Lam","4"
8803,"Richard","Swanson","4"
11805,"Molly","Schaefer","4"
32520,"Robin","Lewis","4"
7739,"Samuel","Cordova","4"
3751,"Danny","Robinson","4"
11273,"Amanda","Martinez","4"
21191,"Arthur","Smith","4"
27292,"Courtney","Perez","4"
30947,"Rebekah","Salazar","4"
8832,"Timothy","Lee","4"
5413,"Sean","Vega","4"
19254,"Shannon","Miller","4"
19119,"Joseph","Cummings","4"
13468,"Brian","Hubbard","4"
20385,"Bryan","Williams","4"
4262,"Manuel","Ware","4"
12876,"Kimberly","Gallagher","4"
15078,"David","Ramirez","4"
17752,"Jared","Haynes","4"
23889,"Evan","Hubbard","4"
22418,"Donna","Martin","4"
31049,"Brandon","Brock","4"
6874,"Michael","Shah","4"
22500,"Michelle","Stewart","4"
27927,"Michelle","Mendoza","4"
22243,"Robert","York","4"
9694,"Jordan","Smith","4"
29505,"Joseph","Graves","4"
28050,"Jennifer","Davis","4"
28567,"Jimmy","Cooper","4"
844,"Rachel","Lam","4"
6896,"John","Parsons","4"
16582,"Robert","Vargas","4"
6658,"Douglas","Rojas","4"
4714,"Lee","Herman","4"
5846,"Sarah","Obrien","4"
28183,"Katherine","Watson","4"
31808,"Brian","Campbell","4"
7254,"Joseph","Reid","4"
19483,"James","Thompson","4"
12504,"Michael","Jimenez","4"
4010,"Hannah","Shaw","4"
24759,"Carlos","Barrera","4"
25439,"Mary","Rios","4"
33121,"William","Vega","4"
29683,"Rebekah","Bates","4"
4285,"Jeffrey","Bishop","4"
22141,"Justin","Fischer","4"
1732,"Donna","Andrade","4"
56,"James","Wood","4"
30358,"Rebecca","Stewart","4"
6313,"Brandon","Johnson","4"
13433,"Jean","Brown","4"
3084,"Joseph","Phillips","4"
24116,"Cody","Neal","4"
25031,"Mark","Powell","4"
25962,"Jessica","Rubio","4"
20592,"Reginald","Meyer","4"
27823,"Nicholas","Allen","4"
22262,"John","Wright","4"
9767,"Pamela","Carr","4"
21196,"Eric","Dixon","4"
13780,"Donna","Hall","4"
4994,"Jose","Campos","4"
14866,"Raymond","Butler","4"
1531,"Teresa","Miller","4"
19864,"Kyle","Allen","4"
2495,"Aaron","Edwards","4"
1031,"Jacqueline","Hall","4"
31768,"Jill","Edwards","4"
23724,"Daniel","Blevins","4"
24755,"Stephen","Murillo","4"
7267,"Angela","Smith","4"
28106,"Dawn","Morris","4"
1516,"Angelica","Martin","4"
21500,"Amber","Price","4"
19506,"Nathan","Thompson","4"
21930,"Kelsey","Arnold","4"
2262,"Robert","Knight","4"
28781,"Timothy","Jacobson","4"
7865,"Brenda","Perry","4"
10310,"Yolanda","Bush","4"
28940,"Timothy","Terry","4"
24238,"Christopher","Hanson","4"
29475,"Barbara","Brown","4"
22974,"Anthony","Farmer","4"
23936,"James","Vasquez","4"
2408,"William","Jimenez","4"
6938,"Sherri","Cooper","4"
15518,"David","Anderson","4"
7567,"Tammie","Love","4"
25069,"Charlene","Williams","4"
31969,"Gregory","Larson","4"
22711,"Steven","Davenport","4"
9479,"David","Weiss","4"
1655,"Heather","Woods","4"
25079,"Maureen","Miller","4"
17371,"Raymond","Cook","4"
13794,"Andrew","Carter","4"
7331,"Michael","Lopez","4"
9220,"David","Fitzgerald","4"
19053,"Jacob","Sanchez","4"
10294,"Todd","Sanders","4"
278,"Jennifer","Wilson","4"
10168,"Christopher","Torres","4"
18547,"Nicole","Bird","4"
5484,"Luke","Higgins","4"
15050,"Brian","Gillespie","4"
25909,"Kyle","Olson","4"
33293,"Sheila","Wood","4"
28181,"Shawn","Johnson","4"
25580,"Anthony","Rodriguez","4"
27870,"Cathy","Greer","4"
13151,"John","Solomon","4"
4711,"Sandra","Eaton","4"
27377,"Casey","Rosales","4"
29473,"Brian","Thompson","4"
18240,"Daniel","Mckee","4"
17367,"Paul","Villegas","4"
16371,"Sarah","Becker","4"
11522,"Stephanie","Rose","4"
21415,"Robert","Johnson","4"
18763,"Matthew","Wyatt","4"
1959,"Susan","Hendricks","4"
16842,"Marilyn","Rivera","4"
25637,"Leah","Dunn","4"
15403,"Matthew","Matthews","4"
9363,"Tonya","Mckay","4"
12936,"John","Reeves","4"
8051,"Tiffany","Moore","4"
28199,"Holly","Galloway","4"
29331,"Matthew","Miller","4"
2965,"Sandra","Kirk","4"
17142,"James","Yates","4"
15261,"Jeffrey","Hebert","4"
5319,"Brian","West","4"
32319,"Donna","Mathews","4"
18354,"Maurice","Gray","4"
2726,"Sarah","King","4"
6336,"Devin","Barber","4"
10766,"Frank","Duran","4"
4149,"Jennifer","Mccoy","4"
33289,"Joshua","Farrell","4"
32370,"Dale","Wu","4"
18550,"Michael","Smith","4"
22427,"Samuel","Jackson","4"
26650,"Alexander","Holland","4"
32707,"Joseph","Lopez","4"
1808,"Sara","Avila","4"
1120,"Debra","Ware","4"
20257,"Lauren","Miller","4"
24448,"Amanda","Adkins","4"
9366,"Wyatt","Riley","4"
21937,"Stephanie","Fuentes","4"
12805,"Justin","Doyle","4"
1571,"Stacey","Cooper","4"
9684,"Trevor","Moore","4"
14894,"Timothy","Walters","4"
22941,"Jodi","Hopkins","4"
18638,"Julie","Landry","4"
12303,"Gregory","Oliver","4"
17800,"Brittany","Harrington","4"
8565,"Terri","Woodard","4"
8582,"Kayla","Hamilton","4"
4863,"Yolanda","Shah","4"
28190,"Robert","Malone","4"
14815,"Thomas","Mccoy","4"
20463,"Colin","Peterson","4"
9266,"Douglas","Jones","4"
16757,"Chad","Cobb","4"
2830,"Melissa","Burns","4"
19078,"Adam","Freeman","4"
21399,"Mike","Powers","4"
10515,"Sheri","Castillo","4"
29295,"Christopher","Thomas","4"
20397,"Manuel","Torres","4"
7306,"Christopher","Hill","4"
31700,"Alexandra","Sullivan","4"
4578,"Jill","Gonzalez","4"
28572,"Jim","Anderson","4"
2558,"Derek","Ruiz","4"
22904,"Belinda","Saunders","4"
11206,"Angela","Wood","4"
9778,"Krystal","Fisher","4"
3746,"Marvin","Turner","4"
18267,"Mark","Kirk","4"
30296,"Crystal","Daniels","4"
3443,"Justin","Diaz","4"
21132,"Steve","Mclaughlin","4"
15153,"Dorothy","Torres","4"
190,"Patricia","Mayo","4"
25054,"Pamela","White","4"
16640,"Cassandra","Alvarez","4"
30191,"Jason","Blankenship","4"
14545,"Lawrence","Bailey","4"
27968,"John","Smith","4"
2071,"Ryan","Elliott","4"
8703,"Paula","Young","4"
26303,"Todd","Mcgee","4"
2176,"Shirley","Gallagher","4"
19743,"Joseph","Crawford","4"
32305,"Richard","Lawrence","4"
20842,"David","Atkins","4"
25641,"Michael","Blair","4"
28099,"Yolanda","Hill","4"
13724,"Morgan","Ray","4"
29994,"Pam","Martinez","4"
12572,"Blake","Mccall","4"
25282,"Dana","Jones","4"
5095,"Gary","Monroe","4"
28979,"Michael","Gonzalez","4"
28573,"Jackie","Hudson","4"
27014,"Jacqueline","Compton","4"
13951,"Kayla","Patton","4"
31737,"David","Aguilar","4"
13579,"Kimberly","Wilson","4"
11296,"Luis","Johnson","4"
3435,"Michael","Franklin","4"
21573,"Melanie","Carter","4"
31764,"John","Welch","4"
7632,"Jennifer","Conrad","4"
28105,"Bill","Henry","4"
4300,"Brooke","Ward","4"
20991,"Michael","Smith","4"
14527,"Deanna","Lane","4"
5563,"Felicia","Jenkins","4"
17568,"Christopher","Gonzalez","4"
33161,"Stacey","Quinn","4"
9637,"April","Hart","4"
22493,"Peter","Johnson","4"
3661,"Anthony","Burke","4"
31494,"Jean","Velasquez","4"
12990,"Joann","James","4"
24083,"Alex","Cole","4"
1412,"Jeremy","Willis","4"
8017,"Brian","Walker","4"
30363,"Timothy","Benson","4"
10966,"Kevin","Davis","4"
13373,"James","Mccoy","4"
7653,"John","Flores","4"
16321,"Herbert","Rice","4"
25323,"Sandra","Fox","4"
19422,"Rachel","Hinton","4"
6170,"Joshua","Roy","4"
30848,"James","Hall","4"
3278,"Christopher","Smith","4"
9324,"Curtis","Harris","4"
12701,"Joshua","Roberts","4"
18161,"Nicholas","Rice","4"
2004,"Keith","Wood","4"
2248,"Paul","Gardner","4"
25870,"Samantha","Smith","4"
30134,"Stephanie","Armstrong","4"
6357,"John","Hall","4"
10936,"Andrew","Weaver","4"
14276,"Kenneth","Johnson","4"
30096,"David","Golden","4"
25648,"Amber","Dalton","4"
33070,"Jesse","Chandler","4"
1892,"Timothy","Webb","4"
22357,"Sarah","Goodwin","4"
3372,"Tammy","Johnson","4"
2895,"Eric","Daniels","4"
16617,"Derek","Mendoza","4"
21015,"Michael","Rodriguez","4"
25678,"Vincent","Martinez","4"
31182,"Jessica","Proctor","4"
3004,"Amy","Hill","4"
669,"Jesus","Blair","4"
20000,"Connie","Gonzalez","4"
24043,"Stephanie","Sullivan","4"
2202,"Jeffrey","Rodriguez","4"
13702,"Shelley","Johnson","4"
13548,"Kristen","Thomas","4"
14406,"Jesse","Scott","4"
655,"Michael","Marshall","4"
17936,"Susan","Pierce","4"
24107,"Larry","Williamson","4"
18289,"Kristin","Hart","4"
26635,"Peter","Smith","4"
16953,"Samantha","Diaz","4"
3938,"Steven","Peterson","4"
9046,"Jessica","Garcia","4"
24106,"Stephanie","Moore","4"
28839,"Sarah","Valdez","4"
32828,"Anne","Wilson","4"
5419,"James","Wright","4"
9869,"Antonio","Williams","4"
25657,"Juan","Richards","4"
16532,"Eric","Lane","4"
16539,"Yolanda","Williams","4"
9269,"Andrew","Lutz","4"
16877,"Robert","Flores","4"
24691,"Kelly","Knight","4"
14232,"Emily","Mcgrath","4"
30906,"Jason","Villa","4"
26535,"Jenny","Benton","4"
17755,"Madison","Reynolds","4"
3078,"Joseph","Murray","4"
344,"Erika","Henderson","4"
29678,"Kristin","Castaneda","4"
21322,"Tina","Randolph","4"
31505,"John","Olson","4"
12100,"Mary","Finley","4"
16783,"Jerry","Kane","4"
14386,"Andrew","Pacheco","4"
20550,"Paula","Neal","4"
22486,"Steven","Thomas","4"
20265,"Veronica","Hines","4"
7587,"Richard","Rhodes","4"
519,"Christopher","Gross","4"
13656,"Michael","Johnson","4"
26059,"Jennifer","Kidd","4"
23606,"Thomas","Thomas","4"
23470,"Joseph","Bennett","4"
23860,"Alan","Cooper","4"
15750,"Matthew","Wilson","4"
11676,"Jennifer","Griffin","4"
22598,"Rebecca","Weaver","4"
10694,"Joseph","Barker","4"
32621,"Mark","Watson","4"
27105,"James","Jacobson","4"
30019,"Nicholas","Knight","4"
16160,"Adrian","Meyers","4"
17487,"Corey","White","4"
969,"Michael","Chase","4"
7019,"Robert","Davis","4"
16587,"Amber","Powers","4"
7912,"Robin","Edwards","4"
1944,"Tammy","Brown","4"
22593,"Leroy","Gray","4"
16548,"Emily","Gibson","4"
4325,"Russell","Smith","4"
12868,"Alicia","Wilson","4"
15174,"Brian","Davis","4"
3306,"Megan","Johnson","4"
31,"Betty","Diaz","4"
8937,"Michael","Pitts","4"
6442,"Tyler","Coffey","4"
14244,"Jeremy","Allen","4"
29348,"Theresa","Burke","4"
15832,"Angela","Roberts","4"
1834,"Eric","Cowan","4"
13905,"Christopher","Wilson","4"
4879,"Thomas","Mccoy","4"
26424,"Erika","Pittman","4"
22698,"John","Rosario","4"
5960,"Chad","Hawkins","4"
9519,"Steven","Mack","4"
5022,"Brendan","Kim","4"
3967,"John","Mills","4"
27364,"Eric","Brown","4"
29474,"Christine","Peterson","4"
26941,"David","Baker","4"
19360,"John","Clark","4"
4288,"Mariah","Porter","4"
5880,"Patrick","Perez","4"
5397,"John","Schneider","4"
21728,"Tracy","Adams","4"
15308,"Tonya","Thomas","4"
32990,"Julia","Keith","4"
26255,"Michael","Glenn","4"
32448,"Tiffany","Long","4"
17857,"Rhonda","Phillips","4"
25825,"Grace","Lindsey","4"
13812,"John","Clements","4"
5374,"Amanda","Ryan","4"
11611,"David","Abbott","4"
18168,"Aaron","Stanley","4"
29259,"Andrew","Smith","4"
7027,"Laura","Shepherd","4"
18953,"John","Bowman","4"
7652,"Don","Williams","4"
22839,"Amy","Strickland","4"
1212,"Michael","Brewer","4"
22481,"Elizabeth","Weaver","4"
22454,"Frank","Mckee","4"
17979,"Holly","Walker","4"
7415,"Sandra","Cardenas","4"
25890,"Sarah","King","4"
29019,"Daniel","Wagner","4"
23599,"Shane","Hernandez","4"
4794,"Brittany","Reid","4"
22222,"Brooke","Ramsey","4"
6207,"Lauren","Riddle","4"
33298,"April","Smith","4"
3887,"Kenneth","Schmidt","4"
30688,"Ryan","Crawford","4"
1441,"Jacqueline","James","4"
8736,"Tanya","Fuentes","4"
17005,"Jeremy","Sanders","4"
18251,"Lisa","Owens","4"
7263,"Sarah","Henry","4"
12183,"Loretta","Walker","4"
22146,"Timothy","Terry","4"
23510,"Laura","Cunningham","4"
3281,"Brian","Martin","4"
5514,"Brooke","Fernandez","4"
16176,"Mathew","Mcbride","4"
28252,"Shelley","Palmer","4"
17324,"Robin","Odom","4"
31338,"Kristina","Myers","4"
10332,"Anthony","Young","4"
27486,"Robert","Castro","4"
25967,"Randy","Hamilton","4"
19176,"Erin","Ellis","4"
18881,"Sarah","Krueger","4"
19404,"Janice","Flores","4"
25401,"Julie","Gonzales","4"
21182,"Sarah","Carter","4"
32755,"Angela","Yu","4"
18450,"Mary","Bell","4"
17777,"Jordan","Guerrero","4"
23783,"Lisa","Terrell","4"
11166,"Christina","Logan","4"
23588,"Jonathan","Rodriguez","4"
10335,"Logan","Torres","4"
12238,"Amanda","Estrada","4"
19843,"Robert","Williams","4"
25733,"Cody","Molina","4"
14293,"Alicia","Miller","4"
24692,"Shannon","Huynh","4"
21084,"Matthew","Dodson","4"
19777,"Kathleen","Rodriguez","4"
9217,"Hannah","Gomez","4"
6804,"Larry","Wilson","4"
10832,"Dawn","Vasquez","4"
212,"Sharon","Swanson","4"
6104,"Crystal","Stewart","4"
32747,"Matthew","Smith","4"
1423,"David","Weaver","4"
5815,"Tiffany","Serrano","4"
1839,"Lynn","Banks","4"
4982,"David","Hatfield","4"
22599,"Tonya","Patel","4"
16098,"Jordan","Garza","4"
23531,"Larry","Estes","4"
15317,"Steven","Kennedy","4"
18241,"Kevin","Simpson","4"
30232,"Anita","Stone","4"
11301,"Daniel","Rhodes","4"
10201,"Robert","White","4"
19836,"Kimberly","Wu","4"
19417,"Vanessa","Ellis","4"
26014,"David","Morales","4"
25387,"Cory","Rodriguez","4"
2740,"Albert","Cooley","4"
1175,"Marcus","Johnson","4"
26331,"Gwendolyn","Chapman","4"
27489,"Michael","Brown","4"
23465,"Natalie","Taylor","4"
32133,"Ronald","Mitchell","4"
24156,"Spencer","Foster","4"
27719,"Michael","Nichols","4"
25108,"Michael","Myers","4"
15087,"Ruth","Williams","4"
4507,"Kevin","Robinson","4"
1664,"Danielle","Smith","4"
24207,"Courtney","Porter","4"
16214,"John","Hall","4"
8498,"Thomas","Villarreal","4"
10348,"James","Rubio","4"
15100,"Eric","Hart","4"
16755,"Robert","Thomas","4"
14339,"Timothy","Moore","4"
11125,"Amy","Walker","4"
1708,"April","Ward","4"
3918,"Ivan","Morse","4"
23111,"Diane","Young","4"
30057,"Mark","Hughes","4"
7465,"Cody","Gamble","4"
3467,"Tyler","Woods","4"
32137,"Mary","Ho","4"
3674,"Matthew","Whitaker","4"
31081,"Clinton","Smith","4"
7681,"Terri","Bolton","4"
21680,"Mackenzie","Wilson","4"
22636,"Stephanie","Ayala","4"
30103,"Angela","Morris","4"
31342,"Melissa","Roberson","4"
26340,"Robert","Lee","4"
30032,"Mark","Gordon","4"
13902,"Raymond","Pittman","4"
19428,"Sarah","Stevens","4"
7534,"John","Kim","4"
26434,"Brandi","Chapman","4"
647,"Cameron","Garcia","4"
11174,"Amy","Rose","4"
26744,"Justin","Long","4"
32412,"Monica","Reeves","4"
17321,"David","Henson","4"
31148,"Danielle","Allen","4"
17725,"Melissa","Frazier","4"
22550,"Helen","Martin","4"
33105,"Stephanie","Brown","4"
31245,"Jason","Logan","4"
8844,"Brandon","Gray","4"
21207,"Rodney","Aguilar","4"
27410,"Stephanie","West","4"
9384,"Raymond","Smith","4"
22579,"Daniel","Washington","4"
19398,"Jack","Harmon","4"
20482,"John","Kent","4"
11682,"Julia","Walker","4"
27207,"Raymond","Higgins","4"
7933,"Renee","Harris","4"
3341,"Matthew","Morris","4"
29972,"Robin","Werner","4"
30841,"Douglas","Crawford","4"
23570,"Brian","Williams","4"
12441,"Lori","Ray","4"
8758,"Veronica","Mason","4"
29001,"Shelby","Jones","4"
1356,"Wendy","Page","4"
1099,"John","Baker","4"
795,"Samuel","Clay","4"
13338,"April","Harrison","4"
9899,"Cynthia","Berry","4"
4646,"Alexandra","Hill","4"
15496,"Paige","Greer","4"
29053,"Heather","Alvarado","4"
29902,"Christopher","Thomas","4"
16149,"Timothy","Barry","4"
20251,"Destiny","Werner","4"
5867,"Diana","Garcia","4"
19993,"Jeff","Andrews","4"
7260,"Sandra","Ross","4"
15044,"Sandra","Guerra","4"
25601,"William","Brown","4"
27075,"Stephanie","Goodman","4"
7892,"Kari","Velazquez","4"
5234,"Julie","Cox","4"
20440,"Chelsea","Clark","4"
20817,"Sandra","Casey","4"
22515,"Mary","Romero","4"
22007,"Gabriel","Acosta","4"
20169,"Warren","Rojas","4"
2595,"Leslie","Boyd","4"
6559,"John","Banks","4"
6295,"Justin","Colon","4"
26612,"Brian","Anderson","4"
18540,"Laura","Rodriguez","4"
15985,"James","Garza","4"
29174,"Christine","Perry","4"
6376,"Kenneth","Turner","4"
7034,"Hannah","Roach","4"
30264,"Dawn","Carroll","4"
16710,"Todd","Curry","4"
6321,"Jonathan","Jimenez","4"
31742,"David","Hayes","4"
2643,"Robert","Carter","4"
32267,"Paul","Bennett","4"
31515,"Evelyn","Browning","4"
6312,"Lindsay","Anthony","4"
8039,"Christine","Brooks","4"
6241,"Elaine","Ponce","4"
16191,"Justin","Williams","4"
23658,"Dean","Richard","4"
14311,"Julia","Blake","4"
15028,"Robert","Little","4"
22878,"Tracy","Griffin","4"
5744,"Samantha","Keller","4"
15167,"Austin","Walker","4"
23981,"Michelle","Lee","4"
727,"Mitchell","Gilbert","4"
26588,"Christopher","Kaiser","4"
28328,"Karen","Flores","4"
1315,"Eric","Freeman","4"
6823,"Amanda","Francis","4"
19735,"Joseph","Morris","4"
19124,"Wendy","Griffin","4"
28053,"Emily","Fitzpatrick","4"
4041,"Randall","Graves","4"
19947,"Catherine","Clark","4"
1948,"Jessica","Santiago","4"
27946,"Cathy","Hernandez","4"
8972,"Jennifer","Mccarthy","4"
13549,"Kiara","Norton","4"
32340,"Sharon","Reyes","4"
8642,"Derrick","Mason","4"
7440,"Elizabeth","Stewart","4"
26932,"Deborah","Hayes","4"
10066,"Bradley","Shepherd","4"
22887,"Kelly","Gray","4"
5214,"Nancy","Henry","4"
10873,"Walter","Hall","4"
403,"Holly","Young","4"
17851,"Tracy","Hall","4"
25548,"Christina","Esparza","4"
3657,"Amy","Rivera","4"
552,"Sara","Perry","4"
19378,"Kara","Russell","4"
28601,"Chad","Garza","4"
24327,"Michelle","Price","4"
22610,"Krista","Carpenter","4"
16495,"Julia","Sims","4"
28117,"Kirsten","Robinson","4"
15506,"Gabriela","Allison","4"
2240,"David","Andrews","4"
691,"Gregory","Andrade","4"
28273,"Lisa","Reeves","4"
15486,"Erika","Davis","4"
9885,"Jessica","Wagner","4"
2573,"Katrina","Anderson","4"
21316,"Kyle","Mcdonald","4"
9101,"Brandi","Brown","4"
26834,"Jennifer","Davila","4"
5332,"Rebecca","Lee","4"
19015,"William","Dickerson","4"
9946,"Mark","Strickland","4"
23562,"Dawn","Williams","4"
30056,"Mark","Smith","4"
9300,"Randy","Dunn","4"
17504,"Karen","Martin","4"
11812,"Stephen","Ramirez","4"
7725,"Sheila","Walker","4"
12580,"Lauren","Cooper","4"
4497,"Earl","Marquez","4"
23742,"Vanessa","Horn","4"
5809,"Jessica","Oliver","4"
9760,"Samantha","Weber","4"
27811,"Danielle","Goodman","4"
33259,"Bryan","Wade","4"
20065,"Debra","Cooley","4"
31934,"Melanie","Quinn","4"
22331,"Julie","Cook","4"
15723,"Cristian","Matthews","4"
25602,"Andres","Hill","4"
17070,"Andrew","Williams","4"
32787,"Andrew","Ruiz","4"
4183,"Patrick","Norris","4"
14428,"Nancy","White","4"
19798,"Megan","Edwards","4"
29171,"Thomas","Peck","4"
25864,"Sabrina","Curtis","4"
8738,"Anthony","Barr","4"
11728,"Robert","Wright","4"
3837,"Amy","Santiago","4"
31553,"Christopher","Moreno","4"
15346,"Brittany","Becker","4"
26266,"Andrea","Thomas","4"
25379,"Mark","Phelps","4"
18430,"Lisa","Miranda","4"
246,"Angela","Campos","4"
3497,"Jennifer","Hicks","4"
30009,"Jose","Williams","4"
25866,"Christopher","Andrade","4"
28504,"Matthew","Mendez","4"
6620,"Jason","Johnson","4"
5194,"Eric","Myers","4"
4150,"Daniel","Lawrence","4"
24998,"Leslie","Medina","4"
24531,"Elizabeth","Taylor","4"
18548,"Morgan","Shelton","4"
28831,"Michael","Conrad","4"
28325,"Erica","Ho","4"
209,"Roy","Gibson","4"
12786,"Brian","Collins","4"
10506,"Katherine","Robles","4"
3957,"Barbara","Kirby","4"
21883,"Angela","Medina","4"
24245,"Alexander","Rogers","4"
13300,"Yolanda","Bailey","4"
25411,"Angelica","White","4"
2498,"Melissa","Fleming","4"
5736,"Jason","Kidd","4"
30732,"Stephen","Peters","4"
2535,"Christina","Torres","4"
7361,"Rhonda","Wilson","4"
26686,"Brandon","Sullivan","4"
17141,"Madeline","Jones","4"
29676,"Cheryl","Parker","4"
8173,"Christopher","Larsen","4"
21347,"Sonya","Mclaughlin","4"
7411,"Edward","Morrow","4"
17701,"Maria","Stone","4"
14234,"Brian","Beck","4"
13672,"Brittany","Richards","4"
15881,"Marcus","Russell","4"
23316,"Marie","Weaver","4"
27328,"Meagan","Bailey","4"
18344,"Stephanie","Grant","4"
19576,"Bethany","Chavez","4"
1451,"Lori","Pearson","4"
26910,"David","Young","4"
23587,"Kayla","Thomas","4"
713,"Jennifer","Sims","4"
10131,"Ashley","Rojas","4"
2688,"Shannon","Hancock","4"
30013,"Lauren","Lewis","4"
27219,"Travis","Robinson","4"
12634,"Devin","Byrd","4"
19375,"Rachel","Shaw","4"
8971,"Kristi","Logan","4"
28954,"John","White","4"
544,"Kevin","Miller","4"
20334,"Barbara","Jones","4"
6487,"Kristin","Martin","4"
28751,"Lindsey","Young","4"
2124,"Jamie","Robertson","4"
31186,"Elizabeth","West","4"
26335,"Steven","Turner","4"
6757,"Richard","Crawford","4"
21447,"Lauren","Myers","4"
11734,"Sean","Cox","4"
14378,"Renee","Wiggins","4"
3453,"Patrick","Walker","4"
8835,"Andre","Price","4"
12557,"Kenneth","Blankenship","4"
13895,"Lawrence","Brown","4"
16227,"Richard","Kelly","4"
28284,"Jacqueline","Edwards","4"
10736,"Carl","Thompson","4"
22526,"Nathan","Pearson","4"
29628,"Michelle","Larson","4"
21663,"Timothy","Cervantes","4"
15991,"Kimberly","Hill","4"
27869,"Marc","Mccormick","4"
788,"Jeffrey","Mcclain","4"
4016,"Michael","Porter","4"
9009,"Carrie","Wiggins","4"
4680,"Robert","Rios","4"
16162,"Darrell","Berger","4"
22835,"Deborah","Harris","4"
4281,"Richard","Taylor","4"
32405,"Robert","Gonzalez","4"
31787,"Nichole","Heath","4"
10359,"Steven","Stephens","4"
17669,"Sarah","Martin","4"
10452,"Bradley","Bailey","4"
26992,"Jennifer","Wolfe","4"
13472,"Patrick","Aguilar","4"
12068,"Dominique","Singleton","4"
31623,"Cory","Miller","4"
10102,"Austin","Moore","4"
8395,"Rachel","Hall","4"
5694,"Alex","Hernandez","4"
20474,"Allison","Trujillo","4"
31207,"Alejandro","Conrad","4"
17148,"Nicholas","Johnston","4"
31274,"Marvin","Russell","4"
24333,"Robin","Castillo","4"
11382,"Catherine","Gould","4"
12411,"Alexander","Johns","4"
7908,"Joel","Sanders","4"
1353,"Jeffrey","Hart","4"
6072,"Abigail","Small","4"
11893,"Tyler","Morgan","4"
24588,"Manuel","Wood","4"
5425,"Katie","Gonzalez","4"
9084,"Jennifer","Price","4"
8963,"Kevin","Perez","4"
13000,"Russell","Rogers","4"
17901,"Jenna","Williams","4"
30012,"Dana","Jones","4"
3704,"Robert","Dennis","4"
26129,"Olivia","Jones","4"
32942,"Jonathan","Smith","4"
6007,"Gregg","Larsen","4"
27372,"Rachel","Walsh","4"
17735,"Kristen","Steele","4"
23461,"Michael","Dixon","4"
23566,"Thomas","Wilcox","4"
32928,"Brian","Flores","4"
2113,"Jessica","Clark","4"
24495,"Michael","Shepherd","4"
2492,"Lisa","Stewart","4"
13728,"Anne","Stewart","4"
29670,"Lindsey","Miller","4"
17076,"Sarah","Montgomery","4"
21236,"Darlene","Lawson","4"
29449,"Nicholas","Long","4"
7478,"Kevin","Willis","4"
16475,"Troy","Brown","4"
16724,"Alicia","Peterson","4"
16026,"Christopher","Harrell","4"
32136,"Jeffrey","Ibarra","4"
20057,"Jacob","Rogers","4"
14980,"Kimberly","Collins","4"
19696,"Dawn","Johnson","4"
5455,"Pamela","Ibarra","4"
25063,"Andrea","Hall","4"
22745,"Catherine","Rodriguez","4"
8561,"Michael","Miller","4"
26392,"Carla","Fox","4"
7958,"Karen","Johnson","4"
32869,"James","Conway","4"
15548,"Jeremiah","Austin","4"
31860,"Justin","Miller","4"
13666,"Nathan","Swanson","4"
25963,"Wayne","Smith","4"
32602,"Hannah","Dawson","4"
14322,"Marissa","Mercado","4"
1614,"James","Jones","4"
19651,"Kathleen","Stephens","4"
23158,"Isabella","Phillips","4"
220,"Carrie","Alexander","4"
4394,"Maria","Brown","4"
18808,"Luke","Eaton","4"
25467,"Courtney","Williams","4"
7857,"Mark","Myers","4"
8440,"Samuel","King","4"
14417,"Cynthia","Garcia","4"
32175,"Deborah","Hill","4"
12713,"Michael","Petty","4"
1619,"Linda","Castillo","4"
14599,"Sherri","Henry","4"
10701,"David","Smith","4"
