"readerid","firstname","lastname","message","sentdate","isread"
9107,"Paula","Hurst","Your book is due in 1 week! Please return it on time.","2024-12-02",False
21259,"Sonia","Jordan","Your book is due in 1 week! Please return it on time.","2024-12-02",False
932,"Denise","Lopez","Your book is due in 1 week! Please return it on time.","2024-12-02",True
31832,"Henry","Gilmore","Your book is due in 1 week! Please return it on time.","2024-12-02",False
22348,"Rebecca","Horne","Your book is due in 1 week! Please return it on time.","2024-12-02",True
22031,"Michael","Brooks","Your book is due in 1 week! Please return it on time.","2024-12-02",False
25748,"Allison","Rose","Your book is due in 1 week! Please return it on time.","2024-12-02",True
4312,"Mark","Munoz","Your book is due in 1 week! Please return it on time.","2024-12-02",False
27262,"Michael","Austin","Your book is due in 1 week! Please return it on time.","2024-12-02",False
11407,"Jimmy","Smith","Your book is due in 1 week! Please return it on time.","2024-12-02",False
4304,"Timothy","Contreras","Your book is due in 1 week! Please return it on time.","2024-12-02",False
7031,"Nathan","Reed","Your book is due in 1 week! Please return it on time.","2024-12-02",False
28418,"Jimmy","Mclean","Your book is due in 1 week! Please return it on time.","2024-12-02",True
9317,"Wendy","Taylor","Your book is due in 1 week! Please return it on time.","2024-12-02",False
12134,"Richard","Perkins","Your book is due in 1 week! Please return it on time.","2024-12-02",True
20425,"Rhonda","Miller","Your book is due in 1 week! Please return it on time.","2024-12-02",False
23556,"Ronnie","Rodriguez","Your book is due in 1 week! Please return it on time.","2024-12-02",False
20362,"David","Stone","Your book is due in 1 week! Please return it on time.","2024-12-02",False
25344,"Zachary","Sosa","Your book is due in 1 week! Please return it on time.","2024-12-02",True
18062,"Susan","Patel","Your book is due in 1 week! Please return it on time.","2024-12-02",True
25222,"William","Adams","Your book is due in 1 week! Please return it on time.","2024-12-02",True
11753,"David","Johnson","Your book is due in 1 week! Please return it on time.","2024-12-02",True
6773,"Christopher","Morgan","Your book is due in 1 week! Please return it on time.","2024-12-02",True
18971,"Karen","Velazquez","Your book is due in 1 week! Please return it on time.","2024-12-02",False
17503,"Shawn","Vazquez","Your book is due in 1 week! Please return it on time.","2024-12-02",False
31012,"Ryan","Griffin","Your book is due in 1 week! Please return it on time.","2024-12-02",False
14480,"Kristen","Brown","Your book is due in 1 week! Please return it on time.","2024-12-02",False
25927,"Jeffrey","Gregory","Your book is due in 1 week! Please return it on time.","2024-12-02",False
9486,"Mario","Morris","Your book is due in 1 week! Please return it on time.","2024-12-02",True
20999,"Richard","White","Your book is due in 1 week! Please return it on time.","2024-12-02",False
7839,"Cory","Johnson","Your book is due in 1 week! Please return it on time.","2024-12-02",True
17172,"Jason","Thomas","Your book is due in 1 week! Please return it on time.","2024-12-02",False
17180,"Richard","Scott","Your book is due in 1 week! Please return it on time.","2024-12-02",True
31005,"David","Smith","Your book is due in 1 week! Please return it on time.","2024-12-02",False
19499,"Emily","Olson","Your book is due in 1 week! Please return it on time.","2024-12-02",False
30466,"William","Chase","Your book is due in 1 week! Please return it on time.","2024-12-02",True
10276,"Ellen","Lewis","Your book is due in 1 week! Please return it on time.","2024-12-02",True
9330,"Matthew","Hughes","Your book is due in 1 week! Please return it on time.","2024-12-02",False
7038,"Joseph","Myers","Your book is due in 1 week! Please return it on time.","2024-12-02",False
25653,"Cynthia","Brown","Your book is due in 1 week! Please return it on time.","2024-12-02",False
14234,"Brian","Beck","Your book is due in 1 week! Please return it on time.","2024-12-02",True
8735,"Juan","Nelson","Your book is due in 1 week! Please return it on time.","2024-12-02",True
29170,"Donna","Williams","Your book is due in 1 week! Please return it on time.","2024-12-02",False
10614,"Janet","Williams","Your book is due in 1 week! Please return it on time.","2024-12-02",False
11134,"Edwin","Howell","Your book is due in 1 week! Please return it on time.","2024-12-02",True
711,"Elizabeth","Crawford","Your book is due in 1 week! Please return it on time.","2024-12-02",True
28858,"Kayla","Fox","Your book is due in 1 week! Please return it on time.","2024-12-02",True
2469,"Anthony","Martinez","Your book is due in 1 week! Please return it on time.","2024-12-02",True
8780,"James","Lee","Your book is due in 1 week! Please return it on time.","2024-12-02",False
32260,"Jeffrey","Copeland","Your book is due in 1 week! Please return it on time.","2024-12-02",True
25082,"Ryan","Mccall","Your book is due in 1 week! Please return it on time.","2024-12-02",True
9301,"Brandon","Gray","Your book is due in 1 week! Please return it on time.","2024-12-02",True
29544,"Jane","Parker","Your book is due in 1 week! Please return it on time.","2024-12-02",True
21584,"Lisa","Allen","Your book is due in 1 week! Please return it on time.","2024-12-02",False
17197,"Lisa","Smith","Your book is due in 1 week! Please return it on time.","2024-12-02",False
29944,"Jennifer","Thornton","Your book is due in 1 week! Please return it on time.","2024-12-02",True
4714,"Lee","Herman","Your book is due in 1 week! Please return it on time.","2024-12-02",True
17985,"Kimberly","Scott","Your book is due in 1 week! Please return it on time.","2024-12-02",False
18651,"Brian","Anderson","Your book is due in 1 week! Please return it on time.","2024-12-02",False
18258,"Cassie","Aguilar","Your book is due in 1 week! Please return it on time.","2024-12-02",True
7479,"John","Charles","Your book is due in 1 week! Please return it on time.","2024-12-02",True
20860,"Laura","Hughes","Your book is due in 1 week! Please return it on time.","2024-12-02",True
5977,"Martha","Ford","Your book is due in 1 week! Please return it on time.","2024-12-02",False
3925,"Jacqueline","Daniel","Your book is due in 1 week! Please return it on time.","2024-12-02",False
8977,"Deborah","Alvarez","Your book is due in 1 week! Please return it on time.","2024-12-02",False
14834,"Douglas","Campbell","Your book is due in 1 week! Please return it on time.","2024-12-02",False
28612,"Sylvia","Fitzgerald","Your book is due in 1 week! Please return it on time.","2024-12-02",False
22807,"Shannon","Garrison","Your book is due in 1 week! Please return it on time.","2024-12-01",False
18496,"Ian","Greene","Your book is due in 1 week! Please return it on time.","2024-12-01",True
13276,"Jonathan","Padilla","Your book is due in 1 week! Please return it on time.","2024-12-01",True
7313,"Nicole","Moore","Your book is due in 1 week! Please return it on time.","2024-12-01",True
21078,"Amanda","Santiago","Your book is due in 1 week! Please return it on time.","2024-12-01",False
17635,"Jeremy","Castillo","Your book is due in 1 week! Please return it on time.","2024-12-01",False
21278,"Samantha","Gomez","Your book is due in 1 week! Please return it on time.","2024-12-01",False
32289,"Jason","Molina","Your book is due in 1 week! Please return it on time.","2024-12-01",True
830,"Erin","Gutierrez","Your book is due in 1 week! Please return it on time.","2024-12-01",False
5631,"Brandy","Flores","Your book is due in 1 week! Please return it on time.","2024-12-01",True
30684,"Natalie","Lawson","Your book is due in 1 week! Please return it on time.","2024-12-01",False
17870,"Curtis","Fritz","Your book is due in 1 week! Please return it on time.","2024-12-01",True
5827,"Michael","Hall","Your book is due in 1 week! Please return it on time.","2024-12-01",True
1589,"John","Thomas","Your book is due in 1 week! Please return it on time.","2024-12-01",False
22423,"John","Burke","Your book is due in 1 week! Please return it on time.","2024-12-01",False
25091,"Jason","Lee","Your book is due in 1 week! Please return it on time.","2024-12-01",False
17196,"Tara","Yates","Your book is due in 1 week! Please return it on time.","2024-12-01",False
21658,"Anne","Erickson","Your book is due in 1 week! Please return it on time.","2024-12-01",True
29870,"Nathaniel","Holmes","Your book is due in 1 week! Please return it on time.","2024-12-01",False
29981,"Kristi","Lee","Your book is due in 1 week! Please return it on time.","2024-12-01",False
22799,"Terri","Terry","Your book is due in 1 week! Please return it on time.","2024-12-01",False
3575,"Kimberly","Daugherty","Your book is due in 1 week! Please return it on time.","2024-12-01",True
12553,"Susan","Baker","Your book is due in 1 week! Please return it on time.","2024-12-01",True
31831,"Christina","White","Your book is due in 1 week! Please return it on time.","2024-12-01",False
7542,"Maureen","Tucker","Your book is due in 1 week! Please return it on time.","2024-12-01",True
9686,"Lori","Gregory","Your book is due in 1 week! Please return it on time.","2024-12-01",False
24770,"Kathryn","Parker","Your book is due in 1 week! Please return it on time.","2024-12-01",False
13672,"Brittany","Richards","Your book is due in 1 week! Please return it on time.","2024-12-01",True
3266,"Kelly","Sutton","Your book is due in 1 week! Please return it on time.","2024-12-01",False
15204,"Elizabeth","Trevino","Your book is due in 1 week! Please return it on time.","2024-12-01",True
13253,"Jonathan","Walker","Your book is due in 1 week! Please return it on time.","2024-12-01",True
4935,"Eric","Armstrong","Your book is due in 1 week! Please return it on time.","2024-12-01",False
25939,"Sharon","Estrada","Your book is due in 1 week! Please return it on time.","2024-12-01",False
14760,"Tammy","Benson","Your book is due in 1 week! Please return it on time.","2024-12-01",True
22795,"David","Giles","Your book is due in 1 week! Please return it on time.","2024-12-01",True
12247,"Shane","Smith","Your book is due in 1 week! Please return it on time.","2024-12-01",True
30233,"Anthony","Mcguire","Your book is due in 1 week! Please return it on time.","2024-12-01",True
30450,"Valerie","Richardson","Your book is due in 1 week! Please return it on time.","2024-12-01",True
15298,"Ryan","Perez","Your book is due in 1 week! Please return it on time.","2024-12-01",True
32733,"Christopher","Scott","Your book is due in 1 week! Please return it on time.","2024-12-01",True
1541,"Isaac","Myers","Your book is due in 1 week! Please return it on time.","2024-12-01",True
4123,"Christopher","Thompson","Your book is due in 1 week! Please return it on time.","2024-12-01",True
9015,"Steven","Davis","Your book is due in 1 week! Please return it on time.","2024-12-01",True
28474,"Melanie","Crawford","Your book is due in 1 week! Please return it on time.","2024-12-01",True
11433,"Timothy","Pennington","Your book is due in 1 week! Please return it on time.","2024-12-01",False
32500,"Amanda","Valentine","Your book is due in 1 week! Please return it on time.","2024-12-01",False
31680,"Cynthia","Montgomery","Your book is due in 1 week! Please return it on time.","2024-12-01",True
11482,"Olivia","Moore","Your book is due in 1 week! Please return it on time.","2024-12-01",True
19711,"David","Carter","Your book is due in 1 week! Please return it on time.","2024-12-01",True
10840,"Jillian","Thompson","Your book is due in 1 week! Please return it on time.","2024-12-01",True
32099,"Brittney","Watson","Your book is due in 1 week! Please return it on time.","2024-12-01",True
21352,"Zoe","Simmons","Your book is due in 1 week! Please return it on time.","2024-12-01",True
12294,"Lindsay","Vasquez","Your book is due in 1 week! Please return it on time.","2024-12-01",False
9023,"Jennifer","Daniel","Your book is due in 1 week! Please return it on time.","2024-12-01",False
20033,"Amber","Bennett","Your book is due in 1 week! Please return it on time.","2024-12-01",False
7490,"Elizabeth","Parker","Your book is due in 1 week! Please return it on time.","2024-12-01",False
3754,"Cassandra","Thompson","Your book is due in 1 week! Please return it on time.","2024-12-01",True
3473,"Daniel","Moore","Your book is due in 1 week! Please return it on time.","2024-12-01",True
6313,"Brandon","Johnson","Your book is due in 1 week! Please return it on time.","2024-12-01",True
25654,"Brent","Hatfield","Your book is due in 1 week! Please return it on time.","2024-12-01",False
6789,"Heather","Davis","Your book is due in 1 week! Please return it on time.","2024-12-01",False
23627,"Amy","Paul","Your book is due in 1 week! Please return it on time.","2024-12-01",False
11737,"Valerie","Perry","Your book is due in 1 week! Please return it on time.","2024-12-01",True
1390,"George","West","Your book is due in 1 week! Please return it on time.","2024-12-01",False
9566,"Alan","Miller","Your book is due in 1 week! Please return it on time.","2024-12-01",False
821,"Christopher","Stewart","Your book is due in 1 week! Please return it on time.","2024-12-01",False
28225,"Kelsey","White","Your book is due in 1 week! Please return it on time.","2024-12-01",False
28955,"Alexis","Scott","Your book is due in 1 week! Please return it on time.","2024-12-01",False
11672,"Brian","Miller","Your book is due in 1 week! Please return it on time.","2024-12-01",True
32275,"Adam","Hebert","Your book is due in 1 week! Please return it on time.","2024-12-01",False
19877,"Angela","Tran","Your book is due in 1 week! Please return it on time.","2024-12-01",False
8747,"Nicole","Lawrence","Your book is due in 1 week! Please return it on time.","2024-12-01",False
18991,"Joanne","Murphy","Your book is due in 1 week! Please return it on time.","2024-12-01",True
27078,"Tracy","Chandler","Your book is due in 1 week! Please return it on time.","2024-12-01",False
31212,"Kristy","Bowen","Your book is due in 1 week! Please return it on time.","2024-12-01",True
33187,"Natalie","Chambers","Your book is due in 1 week! Please return it on time.","2024-12-01",True
2935,"Ashley","Whitaker","Your book is due in 1 week! Please return it on time.","2024-12-01",False
29354,"Shaun","Zamora","Your book is due in 1 week! Please return it on time.","2024-12-01",True
16943,"Karen","Jimenez","Your book is due in 1 week! Please return it on time.","2024-12-01",True
22186,"Justin","Knapp","Your book is due in 1 week! Please return it on time.","2024-12-01",True
19203,"Christopher","Thompson","Your book is due in 1 week! Please return it on time.","2024-12-01",False
25085,"Maria","Clark","Your book is due in 1 week! Please return it on time.","2024-12-01",True
27985,"Melissa","Smith","Your book is due in 1 week! Please return it on time.","2024-12-01",False
1204,"Rebecca","Bentley","Your book is due in 1 week! Please return it on time.","2024-12-01",True
18790,"Lori","Davis","Your book is due in 1 week! Please return it on time.","2024-12-01",False
10938,"Dorothy","Jacobs","Your book is due in 1 week! Please return it on time.","2024-12-01",False
10504,"Alicia","Weaver","Your book is due in 1 week! Please return it on time.","2024-12-01",True
23598,"Stephen","Chandler","Your book is due in 1 week! Please return it on time.","2024-12-01",True
12829,"Tina","Salazar","Your book is due in 1 week! Please return it on time.","2024-12-01",False
1982,"Heather","Williams","Your book is due in 1 week! Please return it on time.","2024-12-01",True
18681,"Harry","Donaldson","Your book is due in 1 week! Please return it on time.","2024-12-01",False
8498,"Thomas","Villarreal","Your book is due in 1 week! Please return it on time.","2024-12-01",True
24657,"Chloe","Burke","Your book is due in 1 week! Please return it on time.","2024-12-01",True
31250,"Christopher","Johnson","Your book is due in 1 week! Please return it on time.","2024-12-01",True
9543,"Carol","Wall","Your book is due in 1 week! Please return it on time.","2024-12-01",True
18727,"Eric","Munoz","Your book is due in 1 week! Please return it on time.","2024-12-01",False
16985,"Janice","Scott","Your book is due in 1 week! Please return it on time.","2024-12-01",False
32862,"Nancy","Bolton","Your book is due in 1 week! Please return it on time.","2024-12-01",False
508,"Adam","Garcia","Your book is due in 1 week! Please return it on time.","2024-12-01",True
23656,"Melvin","Thornton","Your book is due in 1 week! Please return it on time.","2024-12-01",False
24508,"Michael","Miller","Your book is due in 1 week! Please return it on time.","2024-12-01",True
22272,"Timothy","Cain","Your book is due in 1 week! Please return it on time.","2024-12-01",True
14523,"Patricia","Simpson","Your book is due in 1 week! Please return it on time.","2024-12-01",True
22425,"Colton","Kramer","Your book is due in 1 week! Please return it on time.","2024-12-01",True
15293,"Amy","Martin","Your book is due in 1 week! Please return it on time.","2024-12-01",False
25239,"John","Levine","Your book is due in 1 week! Please return it on time.","2024-12-01",True
2242,"Michael","Glass","Your book is due in 1 week! Please return it on time.","2024-12-01",True
987,"Cody","Rodriguez","Your book is due in 1 week! Please return it on time.","2024-12-01",True
26151,"Megan","Anderson","Your book is due in 1 week! Please return it on time.","2024-12-01",True
2262,"Robert","Knight","Your book is due in 1 week! Please return it on time.","2024-12-01",False
1525,"James","Graham","Your book is due in 1 week! Please return it on time.","2024-12-01",False
3612,"Devin","Jackson","Your book is due in 1 week! Please return it on time.","2024-12-01",True
22769,"Michael","Bell","Your book is due in 1 week! Please return it on time.","2024-12-01",True
28704,"Shane","Hamilton","Your book is due in 1 week! Please return it on time.","2024-12-01",True
8378,"Lisa","Santiago","Your book is due in 1 week! Please return it on time.","2024-12-01",True
11343,"Michaela","Pena","Your book is due in 1 week! Please return it on time.","2024-12-01",False
28255,"Arthur","Hansen","Your book is due in 1 week! Please return it on time.","2024-12-01",False
26465,"Alexandra","Colon","Your book is due in 1 week! Please return it on time.","2024-12-01",False
1807,"Michael","Wilson","Your book is due in 1 week! Please return it on time.","2024-12-01",False
13275,"Jesus","Casey","Your book is due in 1 week! Please return it on time.","2024-12-01",False
29113,"Charles","Vincent","Your book is due in 1 week! Please return it on time.","2024-12-01",True
26763,"Gina","Owens","Your book is due in 1 week! Please return it on time.","2024-12-01",True
13631,"Steven","Mitchell","Your book is due in 1 week! Please return it on time.","2024-12-01",False
15385,"Glenn","Kane","Your book is due in 1 week! Please return it on time.","2024-12-01",True
31016,"Tara","Flores","Your book is due in 1 week! Please return it on time.","2024-12-01",False
19959,"Troy","Reyes","Your book is due in 1 week! Please return it on time.","2024-12-01",True
18393,"Mark","Ross","Your book is due in 1 week! Please return it on time.","2024-12-01",False
18753,"Tracy","Miller","Your book is due in 1 week! Please return it on time.","2024-12-01",True
21141,"Benjamin","Hansen","Your book is due in 1 week! Please return it on time.","2024-12-01",False
1718,"Kyle","Myers","Your book is due in 1 week! Please return it on time.","2024-12-01",False
29980,"Laura","Kirk","Your book is due in 1 week! Please return it on time.","2024-12-01",False
32504,"Joseph","Castillo","Your book is due in 1 week! Please return it on time.","2024-12-01",True
14179,"Daniel","Wright","Your book is due in 1 week! Please return it on time.","2024-12-01",True
7588,"Michelle","Hughes","Your book is due in 1 week! Please return it on time.","2024-12-01",True
12576,"Kathryn","Allen","Your book is due in 1 week! Please return it on time.","2024-12-01",True
15496,"Paige","Greer","Your book is due in 1 week! Please return it on time.","2024-12-01",False
988,"Caitlin","Chapman","Your book is due in 1 week! Please return it on time.","2024-12-01",True
27163,"Susan","Phillips","Your book is due in 1 week! Please return it on time.","2024-12-01",False
32677,"Paula","Allen","Your book is due in 1 week! Please return it on time.","2024-12-01",False
22006,"Gabriel","Durham","Your book is due in 1 week! Please return it on time.","2024-12-01",False
12444,"Catherine","Martinez","Your book is due in 1 week! Please return it on time.","2024-12-01",False
7527,"Matthew","Green","Your book is due in 1 week! Please return it on time.","2024-12-01",True
14600,"Christy","Kemp","Your book is due in 1 week! Please return it on time.","2024-12-01",True
22317,"Amanda","Baker","Your book is due in 1 week! Please return it on time.","2024-12-01",False
11561,"Kathy","Carter","Your book is due in 1 week! Please return it on time.","2024-12-01",False
9676,"Tyler","Hall","Your book is due in 1 week! Please return it on time.","2024-12-01",True
26551,"Nicole","Guzman","Your book is due in 1 week! Please return it on time.","2024-12-01",True
5914,"Christina","Martin","Your book is due in 1 week! Please return it on time.","2024-12-01",False
30794,"Melissa","Edwards","Your book is due in 1 week! Please return it on time.","2024-12-01",False
15393,"Emily","Fowler","Your book is due in 1 week! Please return it on time.","2024-12-01",False
29565,"Ralph","Hayes","Your book is due in 1 week! Please return it on time.","2024-12-01",False
15881,"Marcus","Russell","Your book is due in 1 week! Please return it on time.","2024-12-01",True
8506,"Margaret","Johnson","Your book is due in 1 week! Please return it on time.","2024-12-01",True
25083,"Mitchell","Johns","Your book is due in 1 week! Please return it on time.","2024-12-01",True
5847,"Tamara","Thomas","Your book is due in 1 week! Please return it on time.","2024-12-01",True
23878,"Tony","Brown","Your book is due in 1 week! Please return it on time.","2024-12-01",True
11093,"Garrett","Anderson","Your book is due in 1 week! Please return it on time.","2024-12-01",False
22502,"Tracy","Carson","Your book is due in 1 week! Please return it on time.","2024-12-01",False
16462,"Phillip","Manning","Your book is due in 1 week! Please return it on time.","2024-12-01",False
4380,"Alexandria","Wright","Your book is due in 1 week! Please return it on time.","2024-12-01",False
28995,"Cameron","Johnson","Your book is due in 1 week! Please return it on time.","2024-12-01",False
5705,"Christopher","Carroll","Your book is due in 1 week! Please return it on time.","2024-12-01",True
4102,"Angela","Elliott","Your book is due in 1 week! Please return it on time.","2024-12-01",False
9426,"Teresa","Hernandez","Your book is due in 1 week! Please return it on time.","2024-12-01",True
14580,"James","Payne","Your book is due in 1 week! Please return it on time.","2024-12-01",False
12847,"Robert","Stone","Your book is due in 1 week! Please return it on time.","2024-12-01",False
33098,"Michele","Jackson","Your book is due in 1 week! Please return it on time.","2024-12-01",True
16305,"Miranda","Sanchez","Your book is due in 1 week! Please return it on time.","2024-12-01",False
12684,"Eric","Lewis","Your book is due in 1 week! Please return it on time.","2024-12-01",True
12952,"Susan","Warren","Your book is due in 1 week! Please return it on time.","2024-12-01",False
10061,"Jonathon","Owens","Your book is due in 1 week! Please return it on time.","2024-12-01",False
7515,"Charles","Lopez","Your book is due in 1 week! Please return it on time.","2024-12-01",False
11681,"Amy","Mason","Your book is due in 1 week! Please return it on time.","2024-12-01",True
6858,"Peter","Murphy","Your book is due in 1 week! Please return it on time.","2024-12-01",True
1767,"Patrick","Smith","Your book is due in 1 week! Please return it on time.","2024-12-01",True
10167,"Bradley","Wood","Your book is due in 1 week! Please return it on time.","2024-12-01",False
19296,"Daniel","Williams","Your book is due in 1 week! Please return it on time.","2024-12-01",False
10571,"Eric","Roach","Your book is due in 1 week! Please return it on time.","2024-12-01",False
14906,"Cynthia","Freeman","Your book is due in 1 week! Please return it on time.","2024-12-01",True
5224,"George","Kelly","Your book is due in 1 week! Please return it on time.","2024-12-01",False
1634,"Frank","Cole","Your book is due in 1 week! Please return it on time.","2024-12-01",False
9294,"Vincent","Robles","Your book is due in 1 week! Please return it on time.","2024-12-01",True
10960,"Virginia","Evans","Your book is due in 1 week! Please return it on time.","2024-12-01",True
19225,"Arthur","Stanley","Your book is due in 1 week! Please return it on time.","2024-12-01",True
28963,"Brenda","Diaz","Your book is due in 1 week! Please return it on time.","2024-12-01",False
32533,"Michelle","Smith","Your book is due in 1 week! Please return it on time.","2024-12-01",False
27060,"Kristin","Crawford","Your book is due in 1 week! Please return it on time.","2024-12-01",True
25401,"Julie","Gonzales","Your book is due in 1 week! Please return it on time.","2024-12-01",True
27059,"Brittany","Mason","Your book is due in 1 week! Please return it on time.","2024-12-01",True
19847,"Stephanie","Perez","Your book is due in 1 week! Please return it on time.","2024-12-01",True
28791,"Tina","Rose","Your book is due in 1 week! Please return it on time.","2024-12-01",True
12743,"Kyle","Hawkins","Your book is due in 1 week! Please return it on time.","2024-12-01",True
11551,"Katrina","Elliott","Your book is due in 1 week! Please return it on time.","2024-12-01",True
13506,"Tara","Kim","Your book is due in 1 week! Please return it on time.","2024-12-01",False
12737,"Deanna","Taylor","Your book is due in 1 week! Please return it on time.","2024-12-01",True
31689,"Debra","Allen","Your book is due in 1 week! Please return it on time.","2024-12-01",False
14629,"Daniel","Carter","Your book is due in 1 week! Please return it on time.","2024-12-01",False
22650,"Riley","Martin","Your book is due in 1 week! Please return it on time.","2024-12-01",False
26182,"Jonathan","Russell","Your book is due in 1 week! Please return it on time.","2024-12-01",False
20147,"Scott","Lloyd","Your book is due in 1 week! Please return it on time.","2024-12-01",True
10916,"Rebecca","Gonzalez","Your book is due in 1 week! Please return it on time.","2024-12-01",False
17341,"Susan","Camacho","Your book is due in 1 week! Please return it on time.","2024-12-01",False
5787,"William","Turner","Your book is due in 1 week! Please return it on time.","2024-12-01",True
24427,"Michael","Barker","Your book is due in 1 week! Please return it on time.","2024-12-01",True
31030,"Sarah","Payne","Your book is due in 1 week! Please return it on time.","2024-12-01",False
18744,"Megan","Russell","Your book is due in 1 week! Please return it on time.","2024-12-01",False
10850,"Amy","Phillips","Your book is due in 1 week! Please return it on time.","2024-12-01",False
4773,"Jose","Sullivan","Your book is due in 1 week! Please return it on time.","2024-12-01",True
8348,"Scott","Ward","Your book is due in 1 week! Please return it on time.","2024-12-01",True
18887,"Joel","Jones","Your book is due in 1 week! Please return it on time.","2024-12-01",True
23778,"Lori","Jensen","Your book is due in 1 week! Please return it on time.","2024-12-01",True
32840,"Jeffrey","Stein","Your book is due in 1 week! Please return it on time.","2024-12-01",False
11227,"Jennifer","Pineda","Your book is due in 1 week! Please return it on time.","2024-12-01",False
18679,"Debra","Holt","Your book is due in 1 week! Please return it on time.","2024-12-01",False
15935,"Kristopher","Henderson","Your book is due in 1 week! Please return it on time.","2024-12-01",False
27243,"Charles","Short","Your book is due in 1 week! Please return it on time.","2024-12-01",False
10425,"Gail","Bautista","Your book is due in 1 week! Please return it on time.","2024-12-01",True
31010,"Brenda","Jones","Your book is due in 1 week! Please return it on time.","2024-12-01",True
10404,"Antonio","Tate","Your book is due in 1 week! Please return it on time.","2024-12-01",False
31924,"Brendan","Cohen","Your book is due in 1 week! Please return it on time.","2024-12-01",True
14728,"David","Swanson","Your book is due in 1 week! Please return it on time.","2024-12-01",True
16497,"Erika","Smith","Your book is due in 1 week! Please return it on time.","2024-12-01",False
1222,"Christopher","Davis","Your book is due in 1 week! Please return it on time.","2024-12-01",False
16534,"Peggy","Miller","Your book is due in 1 week! Please return it on time.","2024-12-01",False
26464,"Fernando","Diaz","Your book is due in 1 week! Please return it on time.","2024-12-01",True
8638,"Christie","Lopez","Your book is due in 1 week! Please return it on time.","2024-12-01",False
27811,"Danielle","Goodman","Your book is due in 1 week! Please return it on time.","2024-12-01",True
15150,"Andrew","Hart","Your book is due in 1 week! Please return it on time.","2024-12-01",True
21169,"Jessica","Pierce","Your book is due in 1 week! Please return it on time.","2024-12-01",True
1659,"Beverly","Banks","Your book is due in 1 week! Please return it on time.","2024-12-01",True
7874,"Danielle","Cox","Your book is due in 1 week! Please return it on time.","2024-12-01",True
13878,"Sheila","Russell","Your book is due in 1 week! Please return it on time.","2024-12-01",True
15236,"Alicia","Brown","Your book is due in 1 week! Please return it on time.","2024-12-01",False
25841,"James","Nunez","Your book is due in 1 week! Please return it on time.","2024-12-01",True
22845,"Mark","Ferguson","Your book is due in 1 week! Please return it on time.","2024-12-01",False
16732,"Teresa","Hudson","Your book is due in 1 week! Please return it on time.","2024-12-01",False
4378,"Kathleen","Smith","Your book is due in 1 week! Please return it on time.","2024-12-01",True
31662,"Tammy","Cline","Your book is due in 1 week! Please return it on time.","2024-12-01",True
16737,"Lauren","Suarez","Your book is due in 1 week! Please return it on time.","2024-12-01",False
25078,"Seth","Rosales","Your book is due in 1 week! Please return it on time.","2024-12-01",False
1048,"Samantha","Gonzalez","Your book is due in 1 week! Please return it on time.","2024-12-01",False
11328,"Kelly","Parker","Your book is due in 1 week! Please return it on time.","2024-12-01",True
4189,"Henry","White","Your book is due in 1 week! Please return it on time.","2024-12-01",True
30968,"Roy","Ray","Your book is due in 1 week! Please return it on time.","2024-12-01",True
18080,"Tammy","Smith","Your book is due in 1 week! Please return it on time.","2024-12-01",False
4579,"Daniel","Burton","Your book is due in 1 week! Please return it on time.","2024-12-01",False
1886,"Ashley","Palmer","Your book is due in 1 week! Please return it on time.","2024-12-01",False
18377,"Amy","Barnett","Your book is due in 1 week! Please return it on time.","2024-12-01",False
30684,"Natalie","Lawson","Your book is due in 1 week! Please return it on time.","2024-12-01",False
30581,"Randy","Lewis","Your book is due in 1 week! Please return it on time.","2024-12-01",False
15183,"Oscar","Elliott","Your book is due in 1 week! Please return it on time.","2024-12-01",True
11198,"Stacy","Ramirez","Your book is due in 1 week! Please return it on time.","2024-12-01",True
24806,"Joseph","Ferguson","Your book is due in 1 week! Please return it on time.","2024-12-01",True
29803,"Anthony","Vaughn","Your book is due in 1 week! Please return it on time.","2024-12-01",False
16816,"Brenda","Dixon","Your book is due in 1 week! Please return it on time.","2024-12-01",False
26176,"Sandy","Miller","Your book is due in 1 week! Please return it on time.","2024-12-01",True
3807,"Rachael","Allen","Your book is due in 1 week! Please return it on time.","2024-12-01",True
8026,"Kayla","Osborne","Your book is due in 1 week! Please return it on time.","2024-12-01",True
18089,"William","Hoffman","Your book is due in 1 week! Please return it on time.","2024-12-01",False
29053,"Heather","Alvarado","Your book is due in 1 week! Please return it on time.","2024-12-01",True
11055,"Karen","Young","Your book is due in 1 week! Please return it on time.","2024-12-01",False
12532,"Michael","Glenn","Your book is due in 1 week! Please return it on time.","2024-12-01",True
9542,"Lori","Miller","Your book is due in 1 week! Please return it on time.","2024-12-01",True
25752,"Kaitlin","Orr","Your book is due in 1 week! Please return it on time.","2024-12-01",False
16560,"Kenneth","Hays","Your book is due in 1 week! Please return it on time.","2024-12-01",True
12494,"Joseph","Blair","Your book is due in 1 week! Please return it on time.","2024-12-01",True
18800,"Jennifer","Macdonald","Your book is due in 1 week! Please return it on time.","2024-12-01",False
30979,"Joshua","Hernandez","Your book is due in 1 week! Please return it on time.","2024-12-01",True
107,"Christy","Thomas","Your book is due in 1 week! Please return it on time.","2024-12-01",True
17190,"Richard","Kline","Your book is due in 1 week! Please return it on time.","2024-12-01",False
17468,"Monica","Glass","Your book is due in 1 week! Please return it on time.","2024-12-01",False
858,"Jeffrey","Smith","Your book is due in 1 week! Please return it on time.","2024-12-01",False
